Date,Article Sentiment,Impact Score
2015-08-20,0.167,78.611
2015-08-19,0.156,72.714
2015-08-18,0.219,70.8
2015-08-17,0.298,75.75
2015-08-16,0.066,80.0
2015-08-15,0.142,78.0
2015-08-14,0.212,81.4
2015-08-13,0.079,84.182
2015-08-12,0.081,74.959
2015-08-11,0.03,81.72
2015-08-10,0.214,75.5
2015-08-09,0.039,81.875
2015-08-08,-0.079,83.978
2015-08-07,0.035,81.854
2015-08-06,0.282,74.389
2015-08-05,0.282,85.0
2015-08-04,0.063,85.429
2015-08-03,0.337,76.5
2015-08-02,0.365,74.667
2015-08-01,0.142,82.412
2015-07-31,0.149,89.977
2015-07-30,0.33,71.0
2015-07-29,0.411,71.0
2015-07-28,0.233,72.148
2015-07-27,0.362,71.0
2015-07-26,0.362,71.0
2015-07-25,0.241,73.875
2015-07-24,0.241,71.0
2015-07-23,0.274,77.4
2015-07-22,0.197,79.389
2015-07-21,0.196,79.071
2015-07-20,0.176,87.0
2015-07-19,0.213,79.5
2015-07-18,0.199,80.656
2015-07-17,0.168,85.28
2015-07-16,0.347,74.0
2015-07-15,0.209,78.5
2015-07-14,0.419,86.231
2015-07-13,0.207,71.0
2015-07-12,0.266,79.286
2015-07-11,0.173,76.889
2015-07-10,0.163,77.545
2015-07-09,0.097,81.429
2015-07-08,0.037,80.667
2015-07-07,0.316,72.154
2015-07-06,0.342,71.0
2015-07-05,0.383,71.0
2015-07-04,0.195,74.235
2015-07-03,0.336,72.143
2015-07-02,0.185,75.0
2015-07-01,0.235,72.744
2015-06-30,0.238,78.778
2015-06-29,0.216,73.111
2015-06-28,0.347,75.538
2015-06-27,0.174,75.273
2015-06-26,0.052,80.773
2015-06-25,0.113,77.833
2015-06-24,0.054,77.154
2015-06-23,0.138,86.923
2015-06-21,0.75,77.75
2015-06-20,-0.25,73.25
2015-06-19,0.094,72.813
2015-06-18,0.089,71.0
2015-06-17,0.385,76.769
2015-06-16,0.667,71.0
2015-06-15,0.5,79.0
2015-06-14,0.273,72.545
2015-06-13,0.333,74.267
2015-06-12,0.167,83.5
2015-06-11,0.0,85.0
2015-06-10,0.222,68.667
2015-06-09,0.542,71.938
2015-06-08,0.5,80.5
2015-06-07,0.4,82.4
2015-06-06,0.222,83.278
2015-06-05,0.45,77.85
2015-06-04,0.598,81.853
2015-06-03,0.125,76.75
2015-06-02,0.111,75.933
2015-06-01,0.8,71.0
2015-05-31,0.813,72.188
2015-05-30,0.25,82.667
2015-05-29,0.4,73.9
2015-05-28,0.167,74.167
2015-05-27,0.333,71.167
2015-05-26,0.3,72.2
2015-05-25,-0.2,77.6
2015-05-24,0.0,76.0
2015-05-23,0.455,72.364
2015-05-22,0.0,71.0
2015-05-21,0.2,74.4
2015-05-20,0.0,83.0
2015-05-19,0.0,83.25
2015-05-18,0.5,71.0
2015-05-17,0.5,71.0
2015-05-16,0.242,79.091
2015-05-15,0.4,80.4
2015-05-14,-0.091,77.818
2015-05-13,0.333,79.381
2015-05-12,0.833,77.833
2015-05-11,0.429,86.143
2015-05-10,1.0,87.5
2015-05-09,-0.118,71.647
2015-05-08,-0.036,74.429
2015-05-07,0.011,86.355
2015-05-06,0.062,81.841
2015-05-05,0.957,81.976
2015-05-04,0.8,80.6
2015-05-03,-0.067,66.4
2015-05-02,0.0,69.6
2015-05-01,0.375,74.219
2015-04-30,0.19,78.143
2015-04-29,0.36,73.92
2015-04-28,0.068,66.915
2015-04-27,-0.8,53.267
2015-04-26,-0.205,73.0
2015-04-25,-0.353,71.339
2015-04-24,-0.552,64.262
2015-04-23,0.264,76.273
2015-04-22,-0.043,72.304
2015-04-21,-0.127,69.435
2015-04-20,0.161,72.258
2015-04-19,0.833,71.0
