Date,Article Sentiment,Impact Score
2014-12-09,0.211,71.803
2014-12-08,-0.179,71.588
2014-12-07,-0.148,71.198
2014-12-06,-0.095,71.754
2014-12-05,-0.036,71.665
2014-12-04,-0.132,71.73
2014-12-03,-0.343,70.409
2014-12-02,-0.61,70.469
2014-12-01,-0.217,71.286
2014-11-30,0.001,71.2
2014-11-29,-0.025,71.41
2014-11-28,0.217,70.787
2014-11-27,-0.106,70.892
2014-11-26,-0.198,70.893
2014-11-25,0.04,71.873
2014-11-24,0.105,70.246
2014-11-23,0.113,71.266
2014-11-22,0.055,70.811
2014-11-21,0.087,71.115
2014-11-20,0.069,70.494
2014-11-19,0.145,71.44
2014-11-18,-0.3,72.181
2014-11-17,-0.016,70.917
2014-11-16,0.057,71.061
2014-11-15,0.224,71.461
2014-11-14,0.451,71.725
2014-11-13,0.149,71.767
2014-11-12,-0.197,71.336
2014-11-11,0.146,71.3
2014-11-10,0.494,70.574
2014-11-09,0.46,70.517
2014-11-08,0.201,70.795
2014-11-07,0.336,70.557
2014-11-06,0.197,71.11
2014-11-05,0.093,70.571
2014-11-04,0.183,71.253
2014-11-03,0.508,70.558
2014-11-02,0.197,70.925
2014-11-01,-0.059,72.592
2014-10-31,-0.099,74.218
2014-10-30,0.126,74.727
2014-10-29,0.118,73.467
2014-10-28,-0.16,72.297
2014-10-27,-0.526,70.535
2014-10-26,0.128,72.16
2014-10-25,-0.031,71.104
2014-10-24,-0.051,71.414
2014-10-23,-0.261,71.663
2014-10-22,-0.453,71.158
2014-10-21,-0.417,71.057
2014-10-20,-0.335,71.183
2014-10-19,-0.455,71.221
2014-10-18,-0.26,70.226
2014-10-17,-0.154,70.088
2014-10-16,-0.626,71.169
2014-10-15,-0.607,70.721
2014-10-14,-0.21,72.219
2014-10-13,-0.601,70.69
2014-10-12,-0.488,70.857
2014-10-11,-0.184,71.344
2014-10-10,-0.233,71.022
2014-10-09,-0.547,69.974
2014-10-08,-0.371,70.972
2014-10-07,0.011,71.633
2014-10-06,0.147,71.85
2014-10-05,-0.149,75.844
2014-10-04,0.121,72.476
2014-10-03,-0.519,70.979
2014-10-02,-0.328,71.024
2014-10-01,0.106,71.119
2014-09-30,-0.326,70.452
2014-09-29,-0.483,70.873
2014-09-28,-0.384,71.117
2014-09-27,-0.218,70.609
2014-09-26,-0.165,71.299
2014-09-25,-0.122,70.943
2014-09-24,-0.06,70.723
2014-09-23,-0.271,71.234
2014-09-22,-0.401,70.604
2014-09-21,-0.136,70.25
2014-09-20,-0.184,70.279
2014-09-19,-0.181,70.643
2014-09-18,-0.08,71.652
2014-09-17,-0.237,71.256
2014-09-16,-0.167,71.284
2014-09-15,-0.201,70.836
2014-09-14,-0.199,71.122
2014-09-13,-0.288,71.161
2014-09-12,-0.33,71.326
2014-09-11,-0.208,71.352
2014-09-10,-0.139,71.55
2014-09-09,-0.232,72.125
2014-09-08,-0.185,71.486
2014-09-07,-0.246,71.484
2014-09-06,-0.231,71.202
2014-09-05,-0.168,71.541
2014-09-04,-0.183,71.859
2014-09-03,-0.128,71.64
2014-09-02,-0.225,71.085
2014-09-01,-0.368,74.105
2014-08-31,-0.075,71.649
2014-08-30,-0.113,72.154
2014-08-29,-0.215,71.686
2014-08-28,-0.488,73.17
2014-08-27,-0.249,71.594
2014-08-26,-0.32,70.849
2014-08-25,-0.555,70.363
2014-08-24,-0.372,70.203
2014-08-23,-0.252,70.174
2014-08-22,-0.262,70.232
2014-08-21,-0.208,70.397
2014-08-20,-0.235,69.615
2014-08-19,-0.158,69.685
2014-08-18,-0.202,69.531
2014-08-17,-0.186,69.601
2014-08-16,-0.137,69.345
2014-08-15,-0.163,70.425
2014-08-14,-0.132,70.084
2014-08-13,-0.404,69.226
2014-08-12,-0.097,69.958
2014-08-11,-0.367,70.057
2014-08-10,-0.269,70.29
2014-08-09,-0.002,69.647
2014-08-08,-0.131,70.119
2014-08-07,-0.187,70.665
2014-08-06,-0.171,70.167
2014-08-05,-0.075,70.342
2014-08-04,-0.148,69.793
2014-08-03,-0.167,70.681
2014-08-02,0.024,70.932
2014-08-01,0.059,70.658
2014-07-31,0.136,70.916
2014-07-30,-0.179,70.296
2014-07-29,-0.349,69.885
2014-07-28,-0.137,70.645
2014-07-27,-0.262,70.409
2014-07-26,0.087,71.966
2014-07-25,0.296,73.694
2014-07-24,0.182,73.162
2014-07-23,-0.019,70.162
2014-07-22,-0.077,70.494
2014-07-21,0.019,70.242
2014-07-20,0.288,69.804
2014-07-19,0.099,70.084
2014-07-18,0.123,70.651
2014-07-17,-0.055,70.135
2014-07-16,-0.075,70.818
2014-07-15,-0.142,70.325
2014-07-14,-0.126,69.826
2014-07-13,-0.199,69.514
2014-07-12,-0.15,70.191
2014-07-11,-0.189,69.925
2014-07-10,-0.189,69.728
2014-07-09,-0.501,69.352
2014-07-08,-0.221,70.472
2014-07-07,-0.407,69.622
2014-07-06,-0.205,70.26
2014-07-05,-0.127,70.241
2014-07-04,-0.109,69.916
2014-07-03,-0.322,71.333
2014-07-02,-0.335,70.394
2014-07-01,-0.187,70.421
2014-06-30,-0.324,69.865
2014-06-29,-0.109,69.6
2014-06-28,-0.049,70.36
