Date,Article Sentiment,Impact Score
2014-12-28,-0.182,67.727
2014-12-27,-0.214,70.214
2014-12-26,-0.5,71.813
2014-12-25,-0.565,75.826
2014-12-24,0.059,81.294
2014-12-23,0.0,77.667
2014-12-22,0.333,78.333
2014-12-21,0.75,60.0
2014-12-20,0.333,69.333
2014-12-19,0.75,76.75
2014-12-18,0.0,63.5
2014-12-17,0.667,76.25
2014-12-16,0.829,85.429
2014-12-15,-0.2,72.4
2014-12-14,0.4,76.4
2014-12-13,0.571,76.571
2014-12-12,0.508,72.571
2014-12-11,0.0,78.143
2014-12-10,0.5,78.5
2014-12-09,1.0,79.0
2014-12-08,0.75,63.25
2014-12-07,0.75,79.0
2014-12-06,-0.25,79.5
2014-12-05,0.778,82.333
2014-12-04,0.778,87.111
2014-12-03,-0.2,71.4
2014-12-02,0.25,81.75
2014-12-01,0.333,50.0
2014-11-30,0.8,75.2
2014-11-29,1.0,75.667
2014-11-28,0.25,77.0
2014-11-27,0.5,76.714
2014-11-26,0.111,78.833
2014-11-25,-0.533,77.533
2014-11-24,-0.357,79.571
2014-11-23,-0.1,78.6
2014-11-22,-1.0,81.0
2014-11-21,0.0,78.75
2014-11-20,-0.429,80.286
2014-11-19,0.25,81.083
2014-11-18,0.0,78.833
2014-11-17,0.5,34.25
2014-11-16,0.5,71.25
2014-11-15,-0.096,78.192
2014-11-14,-0.145,80.465
2014-11-13,-0.748,81.346
2014-11-12,-0.1,78.6
2014-11-11,0.133,80.133
2014-11-10,0.8,77.0
2014-11-09,0.317,74.867
2014-11-08,0.531,76.772
2014-11-07,0.403,77.452
2014-11-06,0.199,76.194
2014-11-05,0.357,74.297
2014-11-04,1.0,67.75
2014-11-03,-1.0,79.0
2014-11-02,-0.333,73.0
2014-11-01,0.833,78.0
2014-10-31,0.0,72.0
2014-10-30,0.333,70.333
2014-10-29,0.2,74.0
2014-10-28,0.0,85.667
2014-10-27,0.5,67.0
2014-10-26,0.75,73.0
2014-10-25,0.714,78.143
2014-10-24,0.2,75.0
2014-10-23,-1.0,90.0
2014-10-21,0.333,76.167
2014-10-20,1.0,64.0
2014-10-17,0.0,79.0
